geneset	symbol
c3_tft_ATF3_Q6	STARD13, PNMA3, LDHA, ODF3L1, PPP2R5B, SCN3B, ADCY8, CDX4, RUSC1, RCE1, CD2AP, IRF2BPL, DHX36, RAB25, FAM71F1, CCNA2, FAM40A, RUNDC3A, PHOX2B, CTC1, BRAF, BARHL1, OLFML2A, BSDC1, GEM, PTPRU, PPARGC1A, DCTN1, CD37, HAS1, JUN, CORO6, HSD11B1, CCDC148, YME1L1, CHGB, WFDC3, C9orf25, HAUS2, C3orf26, DUSP10, DAAM1, DAAM2, ASB17, ATP6V0C, SULT4A1, GLYR1, RPS29, CAMK2N2, ABR, KLF13, ORAI1, ATG5, PPFIBP1, MCAM, EPHA2, ZFAND5, PKP4, AREG, CLCN5, PNMA6A, MITF, SPI1, EIF1, TMEM147, MAP1LC3A, PBXIP1, SRPR, FAM81B, HHIP, AGPAT4, ABCE1, ADAM11, CCNI, KIAA0182, ZWILCH, ZDHHC8, FOSB, HERC1, KLF9, DOK1, CCND1, C6orf106, NPPC, SORT1, MAP3K13, THOC1, YWHAZ, RPRD1A, BRSK1, CREM, ZNF367, GPM6B, PFAS, ZFP36L1, CYLD, NUP214, PACRGL, RUSC1-AS1, PER1, BCL6, FBXW11, FOXD3, FLRT3, GPBP1, IGF1, TJP1, DUSP3, DUSP1, ADAP1, WHSC1L1, BNIP3L, ABHD16A, SIK1, CCIN, LMO3, LMO4, UBQLN3, CBX8, NR2E1, GDNF, IL11, FOXRED1, TOP1, ZNF184, LGR5, TMEM39A, MLL5, WNT4, ELOVL5, GPR42, PITPNC1, ATXN2L, OLIG2, GNL1, DNAJC1, ZNF593, PITPNA, EEF2, RBKS, TIPRL, NDEL1, CHPF, FAM131A, AKAP3, TRIM39, MYL6, TNFRSF12A, ANAPC10, AKIRIN1, PRR3, RNF166, JUND, RPL4, TRAF4, C17orf28, MAFF, UCN, PHACTR3, DMP1, HSP90AB1, SUV39H2, CDKN1A, ATF3, PNRC1, RFX1, CACNA1G, ADRA1B, IKBKB, SST, DDX51, DNAJB5, PLEKHA1, SGIP1, RAI1, NDST4, CLSTN3, KIAA0913, CLDN6, ARID4B, IL21R, MXRA8, PAK6, CDC42, WISP1, SLN, DES, CDC20B, OSR1, TRIM8, PAK3, GPR162, NOL4, TUBB2B, RING1, MBNL2, UBE2H, MBNL1, PDP1, UBE2B, HOXC10, CFL2, MAPRE1, SEZ6L2, TSPAN7, PPP1R15A, PPP2R2A, VIP, IRX4, ING4, TNFRSF21, ABLIM2, IRX6, WBSCR28, CNN3, HS3ST2, PPM1A, FAM174A, GPR3, TRIB1, DNAI1, PLCD3, GGPS1, HS6ST2, TNFRSF19, PAFAH1B1, EHD1, C15orf37, NFATC1, SCG2, INSM1, C6orf168, ICA1, NCDN, ADARB2, MAP1B, AHI1, CREB5, ISL1, VPS37B, RNF44, HMGB4, SPEG, KCNN2, CRH, BRE, SLC18A2, C11orf87
c3_tft_ATF4_Q2	CYP24A1, PNMA3, LTBP1, PPP2R5B, SYT2, OGDH, IRF2BPL, ALKBH5, RAB25, DHX36, PITX2, CDH23, CTC1, BRAF, ANKS1A, ZHX2, BSN, GEM, PTPRU, SRSF1, KAT5, DCTN1, SNRNP40, MTF1, C1orf61, LAMC2, TMEM54, RBP5, ALDOA, CDK5R1, C3orf26, KCNJ2, DAAM2, TAB2, RAB7A, SULT4A1, TMEM86A, ARG2, FAM65A, PABPC1, CAMK2N2, TMEM57, KLF13, MAOA, ATG5, SMAD1, TSC22D2, ECM1, GGN, SYNGR3, EPHA2, ZFAND5, PENK, LEPROTL1, KIF7, XIRP1, PNMA6A, KLHL18, MAP1LC3A, ZBTB20, ADCK4, SIK2, USP14, MESDC1, HN1, FOSB, FLNC, NDUFA10, CLC, FAM167A, RBBP8, TAF11, HP1BP3, GRM3, C9orf139, GNAS, MAP3K13, USP2, ABCD1, GPM6B, ITM2B, ZNF687, PDAP1, SORBS1, PEX12, BAZ2A, FOXD3, CAPN6, CPT1B, SELM, SGK1, PPP1R10, POLR3E, SDHB, TEX14, RPS6KA4, EML3, DUSP1, PSMD12, ADAP1, GSK3B, PLSCR3, RBM18, HNRNPA2B1, USP48, ZMYND15, F2RL2, HNRNPAB, XPO1, SIK1, AMMECR1L, C10orf140, FGF14, LMO4, DERL1, RASGEF1A, CBX3, UBQLN2, ITPKC, JAG1, NR2E1, TMEM39A, DIRC2, ELOVL5, S1PR2, GNL1, SCAMP5, CCDC64, RELB, CNBP, STIM1, MRGPRF, PDE4D, TIPRL, ZNF711, NUPL2, PKIA, AHR, HCST, HHEX, FLJ44313, MRPS18B, GPR56, FAM131A, SMARCA1, TRIM39, SLC38A2, CCDC130, ST8SIA5, KRT36, PAH, ABCA2, ATF1, AKIRIN1, PRR3, DDX3X, SMARCB1, CSDC2, NOC4L, SLC35F5, NDRG2, BMF, TUG1, ZNF423, JOSD1, AP2M1, XPOT, LRRN4CL, PHACTR3, GABRA1, RFX5, LPP, NR4A2, NR4A3, MRRF, SREBF2, PRICKLE1, CXCL16, PNRC1, CHAC1, LMTK2, TDG, CIRBP, IKBKB, FAM19A1, PHF8, NFKBID, DDX51, RAI1, CDC14B, CLSTN3, CTCF, PAX3, ZZEF1, THADA, PAK6, FOS, GTF2A1, PAK3, SV2B, PSMD4, PAK1, TSC22D3, PLEKHH3, PSMD7, NKX2-1, NRIP3, NOL4, NRXN2, MPP2, PRR7, PCDH9, MBNL2, GJD2, CDC5L, UBE2H, PDP1, EIF4G1, HOXC10, PRRC2C, FYTTD1, PSD, ZFYVE27, CAPN12, KDM3A, PSME4, PPP1R15A, ROM1, SMARCAD1, IRX6, NUP98, HS3ST2, ABHD11, KIF9, FLJ41733, TPM4, TRIB1, MSX2, NPTX1, C11orf9, MYBPH, CHD2, PAFAH1B1, BAHD1, ENO1, MAF, ICA1, MARCH6, TNXB, NF1, AHI1, CENPE, VPS37B, RNF44, ID1, KCNN2, SLC18A2, C11orf87
c3_tft_ATF6_01	SLC22A17, LMBRD1, LMO4, RORC, SYNCRIP, NPAS4, TBC1D23, SRP19, GDNF, ALKBH5, TOP1, NANS, GRIN2B, GBF1, TPT1, GNG4, STAG1, TWIST1, PITX2, TYRO3, C4orf34, C11orf30, MADD, ZFHX3, SRSF1, ERC1, TNKS2, GCC1, MRPS18B, SCYL1, ADAMTS3, STX5, TRIM39, TSPAN13, GRB2, TFE3, KCNA6, HCRTR2, LHX1, JUND, LHX5, SLC30A5, IL1RAPL1, NKX2-2, JOSD1, TRPC1, KLF13, SYT11, NR4A1, ZFAND5, VCP, NTRK2, ARF4, RAB2A, HOXB9, DNAJB2, DHX40, OSBP, COPB1, ELF1, TBX20, ASPHD1, PAX1, SEC62, WFIKKN2, SEMA3B, SEC24D, KDELR1, SIK2, PHC1, KDELR3, SEC23A, EGR1, KDELR2, EGR3, NOL4, EGR2, GSC, PAMR1, ZFY, SPATA18, TLE3, LENG9, FLNC, COQ10A, KLF9, SH2D2A, YPEL4, FAM123A, EIF4A1, SLC35E1, DENND5A, SEZ6L2, IRX3, PTOV1, USP2, C12orf23, CREM, SLC39A13, TPM4, C1QTNF7, PRDM12, NPTX1, PER1, ARMCX2, SLC39A5, ETV6, DLST, ERF, GPBP1, ICA1, BRD2, LMX1B, PPP1R10, GRIA3, XPNPEP1, STAT3, DUSP4, SP1, PPAPDC1B, GFRA1, TMEM125, GOLGB1
c3_tft_ATGGYGGA_UNKNOWN	PAN2, RALGAPA1P, CBX6, SLC35A4, NONO, TBC1D16, LPHN3, EPC1, BDNF, EPC2, CGGBP1, SPRED1, CCNA2, STAG2, EFNB3, CD3E, NUFIP2, PTBP1, ZNF711, YTHDF3, NBR2, MRPS18B, LRRC29, PIAS3, ARMCX6, ZMYM2, EXT1, MDH1, PRPS1, WDR53, TMEM208, C1orf43, ARIH1, HOXA3, TSSK3, SMEK1, TRA2B, HNRNPH2, FGD4, SMEK2, PPP1R21, DOCK5, CACNA2D2, KCNK18, BRCA1, MAP2, C19orf48, SLC20A1, FOXA3, NDST2, FASTK, WASF2, NBEA, CLTC, PHC3, ELMOD1, KLHL18, GARNL3, CAMSAP1, DLG3, LRRC36, E4F1, WDR33, SYMPK, NAA15, OTX2, RBBP6, VASP, OTUD7B, PURA, CRKL, SH3KBP1, KPNA6, KDM3A, EXOC6, YWHAZ, KIF9, SF3B3, LIN54, BCL11B, PPP3CB, POU2F1, THAP1, SLAIN1, GABPB2, C19orf39, CSNK1A1, GNAO1, ATP1A3, PPP1R10, TMEM222, RGS17, XIAP, C12orf44, COG4, GLA, SFPQ, TUBA1A, NHLH2, PBX1, APBB3, FAM100A
c3_tft_BACH1_01	ATP1B1, SNCB, SYT2, LRRC8E, MPV17, PLEC, BTK, SYP, DIRAS1, FAP, RUNDC3A, CDH23, GTPBP2, PIM1, PTPRR, MECP2, TSR1, C14orf43, MARK1, SRSF2, DCTN2, DENND1B, KRT19, PCYT2, KRT16, MNT, LAMC2, LAMC1, TRAPPC3, NEK6, HS3ST3B1, DYNC1H1, ALDOA, GNAI1, ELL, LY6G6C, TRAK2, BDKRB1, STRADB, CSRNP1, TAGLN2, VIT, EPHB2, LAMB3, MGC16703, GIGYF2, RPS20, GIT1, C9orf16, BMP2, IL1RN, S100A10, TREX1, EN1, PCDH17, ECM1, ACPP, ZFAND5, GNGT2, NR1I3, LAMA3, RGS2, PKP3, MAP2, H3F3B, RGS8, P2RX6, TLL1, RTN4, GFAP, PDZD9, WASF2, BNIP3, SLC26A1, LRRC15, CAMKK1, FLJ45248, GPX1, SLC24A4, BAG2, SNPH, LINC00152, MYB, ADCK4, SERTAD1, TUBB4A, SRPK2, TPP1, KIAA0182, CIDEC, RBBP7, GTF2B, C19orf33, PROK2, GAPDH, MAST2, ANKRD28, C9orf139, SLC26A9, RIN1, CSF3, RAB3D, C10orf46, ABCD1, ABHD4, ABI3, FLJ46020, COL7A1, NR1D1, SQSTM1, LRRTM3, RB1CC1, PPP2CA, BCL9L, PHLDA2, CAPN6, BRD2, SGK1, NLK, LMNA, FADS3, YIF1A, KRT25, ELAVL2, NRAS, AP2A2, OR2F1, RAB30, RPS6KA4, EML3, PSMD12, PSMD11, GRIA1, RAB34, CLRN1, PPP1R39, LUC7L, CTNNAL1, DNAJC5B, F2RL2, EIF3J, APOBEC1, C10orf140, RIPK4, FGF12, ITPKC, MMP3, GDNF, MMP1, FAM81A, IL11, TRIM47, DYSF, S1PR2, CCDC64, FOXN1, C15orf53, MRGPRF, DDIT3, RGAG1, UCN2, HSPB8, TIAL1, GPR56, EMP3, AKAP1, KBTBD10, ZNF436, ADAMTSL1, MAMDC2, TNFRSF12A, DIAPH1, KCNA2, SSH2, TFE3, ITGB4, CSMD3, ABCA2, PRSS36, ELK3, NDRG2, HBEGF, HCN3, TRAF3, EEF1A1, GABARAPL1, LPP, EEF1A2, FOXA1, NTN4, RPL23A, HOXB3, UBE2E3, HDAC3, CDKN1A, SLC4A11, EIF4E, DYRK1A, LTB4R2, FABP4, ADRA1A, FAM184A, MYH14, PHF23, PRX, TNRC6A, OSBP, SYNGR1, RNF144B, RAP1GAP2, TRIM8, FAM180A, DLG4, PSMD4, SHC3, C11orf49, SEC24D, PSMD7, AKT3, TNIP3, PADI3, PADI4, UBE2C, CAB39, HMGA1, CHST1, ACADVL, EIF4G1, RELL2, CAPN12, CFL2, CA7, PSME4, KBTBD8, PPP1R15A, REXO2, ROM1, TAC1, NUAK1, TRIB1, GPR3, SYN1, LONRF3, KRT8, MYBPH, ENO2, TGM3, AIF1L, ENO1, TNXB, NCDN, SCRN1, ZNF827, SPARC, PPP1R9B, ZNF771, SLC6A5, YPEL5, DSC2, TMEM151A, GPR112, GKN1, RNF182
c3_tft_BACH2_01	SLC9A8, SNCB, EFNA1, SYT2, LRRC8E, STAT5B, MPV17, PLEC, SYP, MAP3K6, DIRAS1, DDX17, RPLP0, CDH23, S100A2, RUNDC3A, CAPNS1, ZBTB43, PIM1, PTPRN, C14orf43, DENND1B, KRT16, MNT, LAMC2, LRCH4, PRDM1, HS3ST3B1, DYNC1H1, ALDOA, ELL, LY6G6C, TRAK2, BDKRB1, STRADB, CSRNP1, TAGLN2, RIMS1, EPHB2, ARIH1, PEA15, SPATS2, DUSP14, DMD, MGC16703, TXLNG, RPS20, BMP2, EN1, PCDH17, ACPP, GNGT2, LAMA3, RGS2, ASS1, RIT1, P2RX6, BTBD11, RTN4, BACH1, GFAP, ABCF3, NOL10, TRPV3, LRRC15, SLC26A1, CAMKK1, FLJ45248, GPX1, LINC00152, MYB, ADCK4, SERTAD1, USP14, TUBB4A, MMP19, CLIC1, CIDEC, CLC, GAPDH, PROK2, BLMH, TAF15, NCS1, FAM46B, SLC26A9, RIN1, GADD45B, CRYBA2, RASD1, GADD45A, CLDN16, CSF3, RAB3D, USP3, SLC39A13, ABCD1, ABI3, SFN, EDEM1, CCL27, PCSK1, FLJ46020, NR1D1, COL7A1, PPP2CA, BCL9L, BAZ2A, PHLDA2, CAPN6, BRD2, SGK1, NLK, LRRN3, LMNA, FADS3, C1orf177, POLR3E, ZNF23, EML3, OR2F1, RAB30, GRIA1, SLC16A6, PSMD11, RAB34, CLRN1, LUC7L, TUBA1C, F2RL2, CTNNAL1, DNAJC5B, APOBEC1, EIF3J, MMP9, MMP7, FGF11, ITPKC, UBQLN1, GDNF, MKRN4P, CALB2, MMP1, IL11, PRKAR2A, DYSF, PACSIN3, PVALB, SMARCD1, FBXO24, S1PR2, RNF34, CCDC64, STMN2, CMAS, DCLK1, C15orf53, NR0B2, DDIT3, TNKS2, RGAG1, UCN2, NDEL1, TIAL1, HSPB8, GPR56, AKAP1, MAMDC2, TNFRSF12A, KCNA2, TFE3, ITGB4, TINAGL1, CSMD3, PRSS36, C8orf86, VDR, SFTPC, RNF10, C2orf55, NDRG2, HBEGF, XPOT, EEF1A1, GABARAPL1, CPA6, LPP, FOXA1, NTN4, NR4A1, RPL23A, C1orf220, UBE2E3, ATF4, CDKN1A, HDAC3, EIF4E, SLC4A11, AGPAT9, HOXB6, HIVEP3, ADRA1A, MYH14, SPTA1, SGIP1, PRX, TNRC6A, ZCWPW1, RNF144B, PKN3, FAM180A, TRIM9, DLG4, PSMD4, RHOC, SHC3, SEC24D, PLEKHH3, AKT3, MGC45800, PADI3, LDB3, CDK6, CHST4, PADI4, CAB39, VASP, CHST1, EIF4G1, ACADVL, RELL2, DHRS3, CA9, CAPN12, CA7, KDM3A, SLC41A1, PSME4, KBTBD8, SMS, MAPRE3, REXO2, SAMD12, ROM1, HS3ST2, NUAK1, GPR3, TRIB1, COL27A1, ENO2, GFI1, ENO1, SYNPO, TNXB, NCDN, DTX2, ZNF827, SCRN1, SCOC, NUP155, COL5A3, MEPCE, PPP1R9B, ICK, SLC6A5, YPEL5, DSC2, LPCAT3, FAM100A, GKN1, RNF182
c3_tft_BRN2_01	ITGB3BP, NOG, PLEC, SHH, HOOK1, PPP1R1B, COL12A1, INTS12, PIK3CG, PHOX2B, ANKS1B, PTPRG, MYH2, PIM1, ACSM3, CTNNA1, PTPRO, FAM53B, PCF11, NRSN1, BAZ1A, UNC13D, VGLL1, C9orf25, ELL, DUSP10, ASB11, ARF6, MYT1, REXO4, ADCYAP1, KCNMB2, CHMP2A, CLEC4A, DMD, SAT1, HOXA10, DIABLO, TCF4, STX11, BCOR, LRGUK, KLF12, NTF3, OSBPL7, ESRRG, PCDH18, FOXG1, DLX1, LAMA4, RPE, KCNQ1DN, RGS6, H3F3B, RIT1, ZNF385B, GLRA2, EDNRA, MECOM, GPX1, ALKBH8, ANGPT1, ADAM11, INPPL1, MGAT4C, SMEK3P, FLJ34690, MMP16, TMEM136, ARHGEF12, SLIT3, ELMO1, CTNNBIP1, CCND1, SLC26A7, TXN, EIF4A1, STEAP2, CLOCK, TPH2, ZBTB9, C5, LIN54, GPM6A, PGBD3, BCL11A, SLCO3A1, ETV5, SNAP25, ETV4, PHLDA2, USP32, BCL9, FLRT3, CSRNP3, IMMT, FAM46D, MYF5, CS, PDZRN4, POLR3B, ACCN1, NRAS, UBA1, CHN2, C1orf122, BAMBI, TOB1, DUSP6, FGF14, TUFT1, SLC6A4, IQGAP3, FGF10, FGF13, PRPF19, RPE65, NR2E1, GDNF, CBFB, AAK1, HOXC4, ZMIZ1, PDGFC, ODZ1, CIB3, ENOX2, STMN2, MYO3B, TAZ, VAX1, CDKL5, CNBD1, TACC2, PTHLH, C15orf41, NCAM2, SLITRK1, CADM1, HOXD4, VAMP3, ASCL4, FGFR2, FGFR3, TSPAN13, SOX3, NT5C1B, SIPA1, ANLN, ST8SIA3, PTPRCAP, EXTL2, CACNA1C, PPP1R16B, TEF, RHEBL1, ITK, RAB8B, MYO1B, NEUROG1, CASC2, NR4A3, ABCB5, FOXP2, HOXB3, SALL3, PHF3, EAF1, SALL1, PRICKLE2, CPNE1, ADPGK, HOXB9, HIVEP1, KIAA0355, C6orf64, AIFM1, RHOJ, NDST3, AGTPBP1, PRKAG1, SPRY4, KRTAP13-2, SGK3, FOS, SNTB2, MGLL, PLCB2, FOSL1, IMPDH2, IGF2BP3, IP6K2, IL18RAP, C6orf138, NRXN3, MBNL2, LRRC16B, MBNL1, EYA1, HOXC11, BTBD10, AOC2, PATL1, MDM1, IRX4, HS3ST5, CNN3, NDUFB8, NR3C2, CTNND2, PPM1B, DNAH8, GPR3, TAC3, SMOC2, NPAS2, DNAI1, NFAT5, MSI2, ASCC3, NFATC4, DCX, CHD6, EHD4, ERG, GNAO1, GSTCD, CBL, CREB5, UBL3, TP63, NAT8L, CUX1, SULF1, MARCH1, TIAF1, NFIA
c3_tft_CACBINDINGPROTEIN_Q6	UBFD1, STAU1, HNRNPR, SYT6, EPC1, DDX17, DCAKD, PICALM, LIN28A, BCL7A, FOXS1, EFNB3, ROCK1, RCOR2, STRN3, EMX2, PIM1, KRT13, MAGED2, KAT5, DCTN1, DCTN2, MARK2, MGAT3, ADAMTS9, C1orf213, MNT, ZNF385A, ADAMTS4, ACR, GNAI2, MTX1, SYVN1, ATP6V0C, PROCR, DMD, HOXA10, UBE2Z, HNRNPH3, MED12, TSEN54, NR1H3, CDK12, NTF4, CAMK2N2, OCEL1, KLF13, HPCAL4, KIAA0664, ZNF521, KIF3C, S100A14, DCHS1, USF2, NOTCH2, DLX1, GNGT2, ARHGAP44, LASP1, ARF3, HEBP2, SUPT16H, GRK5, CLCN6, JPH4, ACVRL1, FOXA2, EXD1, RTN2, KCNJ14, RTN3, HHATL, RAB6B, RAB6A, SIK2, ZFYVE1, SEPT4, MBD6, TP53, ARHGEF17, INCA1, CACNG2, ARHGEF12, ZSWIM3, CLC, YPEL4, ACOT8, EEF1G, GNB4, CHL1, ZBTB7A, ABI3, FAM192A, BCL11A, RAB11B, BRP44, CHP, CDK17, THBS3, GABPB2, DTNA, C14orf119, MTF2, PHF12, AP4S1, FZD4, ITPR1, MEF2D, LRP1, YWHAQ, NEUROD2, PBX1, CCDC81, LRP2, CLMP, PDGFB, AP1G1, TNNC1, KNTC1, NTN3, FGF11, NPAS4, CBX6, HOXC6, TRIM46, APOA2, SLC2A4, HOXC4, RALB, ZNF579, ACIN1, NEGR1, PABPN1, CASKIN2, NUFIP2, SIX4, CSDA, PKIA, PPP1CB, AHR, NCAM1, HIF1A, ROGDI, RSPRY1, ZMYM2, PYGO1, BRSK2, SMARCA2, ZNF436, C17orf61, FBRS, PRSS36, RSRC2, C1orf43, KCNS3, ARPC2, IVD, ORC6, RLIM, LRFN5, EEF1A1, PHACTR3, C19orf43, NR4A3, RPRD2, NMT1, ATF3, ITGA6, HOXB8, SALL1, HOXB6, RFX1, CACNA1G, HOXB9, CACNA1D, ADRA1D, FBXO36, C1orf51, MYH10, NXPH3, LINC00303, PRKAG1, PRRX1, HR, VGF, ASPHD1, ACVR1B, ARHGAP5, EMID1, KLK12, MKL1, KIRREL2, IGF2BP1, NDUFS2, KPNB1, NKX2-1, AKT2, NOL4, RALBP1, OTX2, TOR1AIP2, PIP4K2B, PRKCG, ARL4C, KRTCAP2, C2orf67, UBE2B, EIF4G1, KIF1C, SDC1, PSD, WRAP53, CHRM1, RBM47, AAMP, CTDSPL2, NRGN, INPP4A, ZADH2, SEZ6L2, PNKD, PTMS, MINK1, NFIX, DCN, DPF1, TPPP3, MTHFR, ACAN, MYBPH, POU2F1, VPS35, RTN4RL2, NEDD4L, NOTCH2NL, C10orf26, GNAO1, NCDN, MAP1A, GDPD2, KCNN3, IGFBP5
c3_tft_CACCCBINDINGFACTOR_Q6	GLB1L, JAKMIP2, HMGN2, ADCY5, EFNA3, SEPT7, SHH, CITED2, SRSF5, PPP1R1B, LTB4R, FOXF2, SERPINE1, RARB, ABI3BP, STAG2, PLS3, PI15, PTPRJ, F11R, YARS, RARG, RCOR2, SPAG17, ZHX2, DCTN1, FARP1, DEPDC4, HES1, JUP, SPAG9, PCF11, TAGLN, CORO6, DLD, MNT, ZNF384, IL20RB, PMP22, NIPAL3, MICALL1, RAD23B, PTCH1, GNAI2, LOC148872, EPHB2, HEXIM2, PVRL4, DUSP14, LHX4, DIABLO, HAUS3, LHX9, PLTP, DHRS11, CNKSR2, GIT1, BMP2, KLF13, FXR2, PCDH17, ABCG4, CDC27, PORCN, ZCCHC14, TONSL, EPHA7, DLX1, SMYD5, RGS6, GRK5, JPH4, GFAP, KCNAB3, C16orf72, ZNF532, TRPV3, HEPACAM2, CCDC71, RTN2, KCNK10, EIF1, MAPT, KDM2A, SEMA3B, MSL3, LTBR, KIAA0182, TMEM35, TAOK1, FLNC, EPB41L3, AMBN, GRM3, BLMH, C22orf31, ZNF296, GNB2, PTGDS, SEMA4C, PATZ1, KCNH7, PLA2G6, KCNH8, USP25, PHLDB1, EXOC6, FOXO4, CREM, RTKN, TSPAN33, MYCL1, MIP, SORBS1, MRPL14, BCL11A, NDUFA4L2, BRP44, ETV5, BRD2, JARID2, PHF12, YWHAE, SGTB, MID2, LRP1, RAB30, KREMEN2, DENND2D, NLN, CALM1, MTSS1, XPO1, TUSC3, C10orf140, LMO3, MORF4L2, NTN3, FGF11, EIF5A, HOXC6, SZT2, WNT3, HOXC4, SLC25A23, RBMS3, LGI4, LGI1, LINS, PABPN1, CASKIN2, MAGEL2, LBX1, KCND1, LAD1, CA10, STMN4, HRK, YTHDF2, SIX4, HIF1A, TRIM33, TIAL1, TFAP2A, ASB7, AHNAK, STK16, CAMTA2, ADAMTSL3, ITGB4, NINJ2, FBRS, CNTFR, ADAMTSL1, MEIS1, CSDC2, JUND, ADRA2C, ENTPD2, BMF, ATL2, TUG1, EEF1A1, TP53I11, MYO1C, KCNB2, EFEMP2, LIN7B, C19orf43, CDKN1A, SLC25A13, MEA1, EIF4E, HOXB8, OTUB1, ITGA5, HOXB5, DYRK1A, TMEM88, HOXB9, CADM2, PRKAG1, HR, GSX1, SPRY4, NTN5, KLHL35, SPRY2, RAP1GAP2, PCBP4, LIMD2, SOX15, GPR162, ANKRD13D, IGF2BP1, NRG1, BOC, KLK13, LIMK2, LDB1, OTX1, ZFX, OTX2, G3BP2, PRR7, PIP4K2B, TMEM8B, INHA, SLC9A3R1, CDK4, OSM, SDC1, SHKBP1, CHRM1, REEP1, ENHO, ZADH2, FKBP2, CALCR, EDA, CPLX1, CRLF1, ATP5G1, C1S, PRDM16, UBE2R2, RGMA, SH3GLB2, IL2RG, FEZF2, GEMIN7, CHD4, HPN, GNAO1, SLC12A5, RGS14, CELF4, KCNN4, SLC6A9, UTP18, OSTC, SPEG, SP4, SULF1, ID3, TBL1X, CRK, IGFBP5
c3_tft_CAGNWMCNNNGAC_UNKNOWN	SCHIP1, CCDC75, CELF3, SYT4, PGF, SCN3B, GLRA3, GPRIN1, OGDHL, FLJ39739, L1CAM, SYT6, KCNIP2, CALB1, BDNF, HHATL, HTR1A, ZNF654, POU4F3, PTH1R, SLC25A28, CHAT, INA, GABRG2, PRG3, KIAA0182, ZWILCH, BARHL1, TMEM22, RPH3A, PTPRN, GRM1, WAS, SIGIRR, CHGA, C1orf61, NPPB, MYL10, JMJD1C, AOC2, CHGB, KCNH4, VIP, FGD2, CHKA, CDK5R1, MGAT5B, DRD3, DRD2, NEFM, BEX1, CSMD3, TSPAN33, PAQR4, PFN1, CCL21, DNER, LHX3, TNFRSF19, NEFH, PAFAH1B1, RPL4, TMEM179, HNF1A, PHYHIPL, FAM57B, LOC728175, DPH2, PLAC1, SLC12A5, GRIN1, MYF5, DBC1, MAPK11, ELAVL3, COL5A3, ANKZF1, SLC17A6, SARM1, HPCA, CRH, NHLH2, CHRNB2, OMG, CACNA1B
c3_tft_CAGNYGKNAAA_UNKNOWN	FAM117A, CLSTN2, GABRB3, RPL13, GRIK3, HNRNPD, RORC, SYNCRIP, CBFA2T2, HIGD1B, CHMP2B, PRKACA, SAP30L, DHX30, AKT2, PITX2, ERGIC1, CLIP1, C6orf138, CNTN6, PDE4D, TGIF1, PPP1CB, ACVR2B, ZNF238, PRKD1, EIF4A2, MYO18A, CER1, EDA, SRSF8, TET2, FAM100B, NNAT, ONECUT2, FBXL21, NR3C1, CDH5, TRIB2, UBR5, GAD2, TPI1, ALB, MPPED2, HOXA7, HECTD2, RHOBTB1, TNFRSF19, APPBP2, TRAM1, NKX2-2, PLAGL2, AFF3, GPBP1, WDTC1, BMP1, MED27, GNRH2, PLAC1, ATP1A2, CACNA2D2, EMILIN3, SOD2, MEF2D, HOXB2, ETS1, BNC2, YPEL5, SYTL4, GFRA1, GRK5, TBL1X, POFUT1, SOBP, TBL1Y
