geneset	symbol
c3_tft_AREB6_02	VKORC1L1, EFNA1, SYT3, EDN1, CCDC106, WT1-AS, SHH, IRF2BPL, KIF13A, SRSF7, MAP3K5, WWP2, SOSTDC1, GRID2, DDAH2, RFFL, MAP2K6, S100A1, STAG1, PITX2, SLC12A6, YARS, WNT10B, ZHX2, C16orf47, PROX1, DCTN1, HNF4A, LAMC2, LRCH4, PRDM1, MYO18A, SH3GL2, DENND4A, TDRD3, ZC3H10, ERBB4, ERBB3, LY6G6C, HMGCS1, BCL2L1, TAGLN2, RIMS1, TAB2, PVRL4, MUSK, SH3RF1, DMD, HNF1B, PLAG1, SPPL3, GNAT1, DNMT3A, GPR158, S100A16, NTF3, ARFIP2, TROVE2, S100A14, DDX4, GGN, OSR1, ARHGAP44, COX6A2, DNASE2B, MAP7, C7orf51, PLA2G4D, NRP2, KCNK16, RAB5B, NBEA, GPR87, RTN1, KCNIP4, CAMKK1, WBP2, GPX1, DNAJC13, SLC23A3, FXC1, WFIKKN2, SEMA3A, KCNG3, COL11A2, IL13RA1, TXNDC12, GPR97, ADAM11, ARMC8, PTF1A, FLNB, OTUD7B, ZNF296, ZNF277, GUCY1B3, WNT9A, GADD45A, TBX19, KCNH5, CSF3, USP2, IKZF2, EHF, TSPAN33, CCDC140, HPSE2, DGKG, USP37, RQCD1, BCL6, ZNF467, ARMCX2, MTMR4, DTNA, ETV3, FADS3, IGF1, MAPK10, ANKHD1, GJB1, CDH13, C11orf35, DRP2, SLC16A8, PPP2R4, USP48, TUBA4A, TUBA1C, TUBA4B, GNA14, OCLN, LMO2, GRIK3, GPRIN1, GRIK4, LNX2, RBFOX2, GDNF, DMPK, FAM81A, TMEM139, LGI2, FBXO24, WNT6, WDPCP, PABPN1, POU2AF1, USP1, PISD, HES7, SPA17, ANKHD1-EIF4EBP3, ROGDI, HOXD3, DLL4, FAM131A, MYL3, SOX4, UBAP2L, CTPS2, WT1, ATF2, RRAGC, LLGL2, UBE2D1, AXIN2, BMF, GABRQ, NOVA1, AFF3, GABRA3, FOXA1, FDPS, SMG1, ITGA3, CRAT, DOCK4, APEH, NRF1, PDE7A, CPNE1, SPTBN1, TMEM88, RBM39, OMG, DNAJB5, C6orf62, CADM2, UBE2E1, PRPH, CLDN7, FNBP1L, UBXN10, CREBZF, CTCF, FBXL19-AS1, PAX3, VGF, RUNX1T1, TMEM62, BZW2, PHF17, FOS, PCDH1, PCP4, SDPR, POU4F1, DLG2, NKX2-1, IP6K2, SOX10, NOL4, KHDRBS2, NRXN3, OTX1, VAT1, PGM2L1, DDR1, EYA2, CHRM1, UCHL5, KDM3B, FSHB, KBTBD8, TSPAN8, LCP1, SAMD12, EPN2, IRX4, C15orf63, ING3, SIAE, EGLN3, TMEM150A, TRIB1, RGMA, HRH3, POU3F4, POLR1D, SCN5A, PIK3R1, FOXL2, RNASE4, EDEM3, AHI1, AMPD1, SH2D6, SLC6A9, SLC6A7, DCDC5, SPEG, TMEM151A, LPCAT3
c3_tft_AREB6_03	STARD13, JUB, IGF2-AS, SLC9A7, GPR126, DST, CDK14, SCN3B, SYT2, FST, CD2AP, GNG8, SRSF7, FAM49A, APP, H2AFY, TOX2, BCL7A, TSPAN2, DDAH1, PPTC7, ARHGEF38, LRRC8D, ROCK1, CIZ1, ZNF503, PIM2, PNKP, DOC2A, EPCAM, HNF4A, LAMC2, LRCH4, VGLL4, VSX2, DENND4A, CRELD1, ERBB3, HOXA11, TRAK2, CACNB3, STRADB, SYVN1, IL17C, PVRL4, HCRTR1, LOC100289580, LYL1, CRMP1, DMD, HNF1B, SERF2, DNMT3B, IL1RAPL1, PLAGL2, SLC44A1, TECTA, DNMT3A, GPD1, ZEB1, AKTIP, PAQR5, ARFIP2, PNCK, WIBG, TNNI1, OSR1, NTRK3, CEL, CHRNB1, MAB21L1, NCOR1, CSRP3, KCNK16, CCKAR, FGF8, FGF9, ZNF710, FITM1, PDE11A, NBEA, KCNJ11, RIMKLA, DOK7, AP1S2, SLC24A3, FXC1, SEMA3F, SIK2, USP15, ACTA1, MESDC1, FAIM3, MEGF8, ARTN, MMP16, FLNB, ELMO1, CTNNBIP1, ATXN1, SEMA4G, C12orf42, ADAM12, FUT8, BRSK1, IKZF2, TSPAN33, PCYOX1L, DGKA, FRMD5, CCL20, MRPL14, PDE1C, BRP44, TLX2, SNAP25, MLLT3, IL4, DLG2, IGF2, LSP1, ACCN4, KREMEN2, SLC16A6, C11orf35, MAPK14, LRRN1, USP46, DGKZ, ZNF462, LRP5, REPIN1, THRA, LARP4, PDGFA, LMO3, GNA12, RIPK4, RPS6KB1, JAG1, CBX8, KLHL1, DMXL1, S1PR1, BUD31, FBXO24, MTUS1, DSCAM, YIPF6, CCDC64, SCUBE2, FA2H, NPEPPS, ELL3, AHR, NUMBL, C2orf51, TACC2, TNNT3, EXTL3, CAMTA2, FGR, RHBDF2, SSH3, ITGB4, DSCAML1, LLGL2, PPP1R16B, MEIS2, FLJ44635, SSX2IP, SLC30A3, NR4A3, PARD6A, ANKRD13B, PHACTR3, NFE2, LIMA1, WDR5, FOXA1, WDR6, NR4A2, CRB3, REM2, C4orf38, ATF6, NRF1, HDAC3, PHF1, DSG2, DIO2, ITGA6, CHAC1, GLI1, MYH10, E2F1, CCDC78, LSR, DSTN, TMEM116, SLC48A1, CXCR4, PPM1J, SDPR, POU4F2, FAM117B, POU4F1, PPP1R14C, MKL1, PLEKHH3, ALX3, PLCB2, SSBP4, SSBP3, KHDRBS2, LIMK2, ARHGAP26, VAT1, SLC7A11, KIF1C, SH2D3C, EYA1, RELL2, PRR15, SMTN, SHKBP1, CHRM1, ENHO, NGFR, JMJD1C, FLJ14107, MINK1, CTNND1, JAKMIP1, GHDC, NGF, CDH3, RGMA, SKAP1, KRT8, SCNN1G, EHD1, HMCN1, MED26, L3MBTL2, FLJ42220, DNAH17, GRHL3, PNOC, NAT8L, IRF6, SPEG, EBF1, FAF1, CUEDC1, POFUT1, RNF182, NPNT
c3_tft_AREB6_04	LTBP1, JAKMIP2, EFNA1, EDN1, ATP1B4, RORA, PLEC, MXI1, FLJ41423, AGBL5, DDX17, BDNF, H2AFV, CTGF, PPP1R1B, FAP, SOSTDC1, KCNK5, STAG2, LRRC8A, MRPL51, PAN3, CRYAB, C20orf112, EFNB2, ZNF503, NAV3, C14orf43, TGIF1, SRSF2, PCF11, HNF4A, PCYT2, CYTIP, MAPK3, CCDC148, FCHSD2, PRDM1, ERBB3, TFCP2L1, HOXA11, PABPC5, ARF6, KCNJ2, TAGLN2, PXN, ITGBL1, OTP, HEXIM2, DMD, TCF4, CDC37L1, PLAGL2, SLC44A1, BMP4, KLF5, C11orf92, KLF7, HPCAL1, KLF12, ESRRG, NXF3, ZNF521, GART, CASC4, TRPS1, PKP4, TSGA10, WBP2NL, GNB2L1, RAD51AP1, FOXA2, HIP1R, FGF9, NFKB1, CCDC91, SPG20, SERTAD4, LMOD1, LAG3, HIST1H1C, ARMC8, CMKLR1, SDK2, SEPT4, FLJ25328, CLIC1, OTUD7B, ANKRD22, GNB4, FUT8, NACA2, TRIM14, IL7R, OXSM, STAT6, BCL11A, C12orf4, PPP3CB, NDUFA4L2, BCL9L, SNAP25, BRMS1L, MAGOHB, TRAF3IP3, FLRT1, SWAP70, LRRN3, FZD1, PDZRN4, ELAVL4, TJP1, EML3, RAB35, FBLN5, PHF15, HTR2C, DUSP6, ASPN, XPO1, FOXN3, CLMP, C10orf140, LMO4, FLJ39739, PDE3B, FGF13, MMRN1, FSIP2, WNT2, WNT4, OLFML3, CDKN2C, GATA6, SLC25A23, ELOVL6, ATOH8, LGI2, TFAP2D, WDPCP, MLL, NMNAT2, SH2B3, HNRNPUL1, TNFRSF17, VAX1, TRERF1, JUNB, PSMA1, RASGRF1, HSPB2, VAMP4, RNF24, SMARCA2, STX5, ZNF436, ME1, HMGB1, LST1, SYT14L, RHBDL3, SOX4, NEDD9, SLCO2A1, HOXA2, MEIS2, ZEB2, HOXA6, SLC30A3, BMF, GABRQ, MAFB, RFX5, FOXA1, NEUROG1, WRN, FOXP2, EBF2, HIVEP3, PCGF5, FAM19A1, PHEX, ST5, OMG, CADM2, KIAA0226L, NDST4, APOLD1, ESPNL, PRKAG1, NR6A1, HR, FES, PDCD4, SLN, NOC2L, FAM180A, PCBP4, DCLK2, ITIH2, POU4F1, SHC3, LTA, DLG2, ATP8B3, AKT2, PURG, SOX10, SLA2, SOX11, OTX2, PCDH7, M6PR, SLC7A11, PURB, CHST1, EIF4G1, HOXC10, DEF6, KDM3A, NRK, KRT83, ZADH2, PATL1, ROM1, CIITA, NUP98, IRX5, NFIX, ARPP19, IGF1R, NFATC4, FEZF2, COL8A1, CHD6, PIK3R3, KLHL17, GEMIN4, ERG, MSH5, TMC5, MAP1A, NF1, CWF19L2, CLEC7A, WNT2B, PPP1R9B, SON, NIPBL, THAP3, POFUT1, VPS26A
c3_tft_ARGGGTTAA_UNKNOWN	ATP1B1, PDGFB, SYT4, GRIK3, FGF16, CRABP2, ITPKC, ZNRF1, PLEC, DMPK, IL11, FLI1, CDKN2C, S1PR1, H2AFX, TLK2, ELOVL6, RARG, RPH3A, C16orf47, HES1, MRPS18B, LHFPL1, SPDEF, HAS2, TGFB1I1, PLEKHG6, DUSP10, CSMD3, EXTL1, HADHA, HADHB, CORO2B, FLJ44635, PVRL1, CRMP1, B3GNT7, CCDC80, NUMB, PVRL2, GPR20, RHEBL1, PLAGL2, KLF12, SMAD6, SPTBN4, CELSR3, GAS7, SREBF2, SFRP1, KCNJ8, LAMA5, TRPS1, PKP3, HOXB6, RGS6, HIVEP1, GLI1, BMP5, BMI1, C17orf82, ZNF532, FGF9, MYL6B, ARHGAP18, RUNX1T1, INSRR, NTN5, DSTN, SLC24A4, ACTR1A, WFIKKN2, PLEKHH3, ADCK4, KLK13, EPN3, HYAL3, PAMR1, ESR1, FLNC, ATXN1, DHRS3, CD86, WDR82, CDK2AP1, PUS10, YWHAZ, BRSK1, ABI2, RTKN, TCF7L2, CDH5, SUFU, MIP, VCAM1, HAND1, TNS1, CYP26B1, PEX13, MAF, KLK6, NES, NAT6, NCDN, CREB1, ZNF827, AXL, PPP1R10, NLGN3, SAMD3, ISL1, TP63, SLC16A6, DCDC5, BLVRB, NEUROD1, KCNF1, TUBA4A, POFUT1, TMEM125, TUBA4B
c3_tft_ARNT_01	MRPL40, EIF2C2, HMGN2, B3GALT6, SYT3, HIRA, SYNCRIP, SYT6, IRF9, HOXD10, EPC1, ZFP91, BDNF, PICALM, CRY2, PPP1R1B, FOXF2, BHLHE41, MAP2K6, CCAR1, RCOR2, NOP58, TSKU, KLHL28, DCTN4, CXorf56, SCYL1, PRDM4, ARMCX6, MNT, SERBP1, ADSS, HOXA11, AKAP12, ARF6, AKAP10, PPAT, ATP6V0B, PPP1R3C, KBTBD2, CCNYL1, TXLNG, NKX2-2, NUDC, CCDC41, SPPL3, BMP4, DVL2, DNMT3A, ODC1, ESRRA, MLL, EME1, CELSR3, SMYD4, RALYL, FLVCR2, PPRC1, MAP7, GK, C15orf39, RTN4, LZTS2, C16orf72, CPEB4, EIF3A, AP1S2, ANKRD12, KIAA1033, JPH1, STX6, ATF7IP, CLN3, LTBR, KIAA0586, CD164, ARRDC3, RBBP6, GTF2H1, ATP6V1C1, IGSF22, GAPDH, SLC25A31, POGK, C19orf2, KCNH4, PDIA2, CA14, SLC39A11, C10orf46, ZBTB10, CXorf41, EPB41L4B, QTRT1, KIAA1737, FAM192A, CSDE1, NR1D1, BCL11B, B3GNT9, TBC1D5, ARMCX3, PER1, ETV1, AATF, SYNRG, SNAP25, ETV4, FOXD3, SHMT1, BRD2, ZNF565, ILF3, ANKHD1, ELAVL3, RLF, NEUROD2, UBA1, NEUROD1, PAICS, DUSP7, VLDLR, NR5A1, XPO1, NIT1, PDGFB, AMMECR1L, C17orf102, FGF14, NTN3, MANF, JAG1, TCEAL1, MGC13053, TGFB2, CBX5, TBC1D15, GATA5, GATA4, TIMM9, SLCO1C1, IL15RA, IFRD2, MTUS1, KAT6A, DSCAM, PABPN1, SCRT2, ALDH6A1, NMNAT2, PLEKHA6, ZNF593, ZNF711, ANKHD1-EIF4EBP3, RCL1, HNRNPA1, RSPRY1, BMP2K, TESK2, STMN1, DNTTIP2, TRIM27, PRPS1, SLC38A5, PBRM1, TFAP4, SNX5, SNX8, SNX2, COPS7A, ABCA1, FXYD6, COMMD8, RNF219, C1orf43, HOXA1, TCERG1, MTCH2, DDX3X, FAM116A, NPM1, HOXA7, TEF, PCDHA10, ATG3, RHEBL1, NEUROG2, C6orf211, EIF4B, HOXB4, BATF3, LAMP1, DNAJB9, EIF4E, HOXB7, HOXB5, PLCG2, SPATA2L, HSPD1, VARS2, HPS5, UBXN6, KDM6A, HPS3, OGDHL, UBXN10, PAX6, VGF, PTMA, PHC3, PAK2, BOK, UBR4, FAM179B, VPS16, IGF2BP1, ZCCHC7, SIGMAR1, NRIP3, TRPM7, RAB3IL1, LEF1, LRRC16B, MBNL1, UBE2B, ATP6V1A, HOXC11, ZFYVE26, COMMD3, PSME3, NUP62CL, REXO2, ADAMTS19, SLC35A5, EGLN2, TAC1, UBR5, RPA1, NPTX1, UBXN1, LOC147727, RNF128, CHD4, CSRP2BP, FLT3, NDUFA7, BEND4, UBE4B, SRFBP1, MICU1, AMPD2, VPS37B, SIRT1, CNNM1, RNF44, UTP18, MMP23A, MMP23B, RPL13A, FAM100A, DYM
c3_tft_ARNT_02	MRPL40, SLC36A1, FAM117A, U2AF2, HIRA, SYNCRIP, SLC26A10, HOXD10, EPC1, CUL5, BDNF, PICALM, H2AFZ, RAB24, NGFRAP1, BHLHE41, PTPRF, RCOR2, RAD9A, PKN1, KAT5, DCTN4, PRDM4, PIAS4, ARMCX6, TGIF2, ADAMTS3, HSPBAP1, CDK5R1, KBTBD2, RPS28, GLYR1, TRAPPC8, GIGYF2, CCNYL1, C19orf26, SEC23IP, OLFM2, HNRNPH2, AGRP, SPPL3, OSGEP, EME1, EN1, RALYL, GGN, DLX2, NOTCH1, FLVCR2, LZTS2, C16orf72, CPEB4, CANX, SLC38A7, FBXL19, ANKRD17, ACAP3, KIAA1033, SPG21, REEP3, STX6, ATF7IP, CLN3, LTBR, RBBP4, ICAM5, CD164, GTF2H1, ATP6V1C1, GAPDH, ZBTB8OS, GNB2, C19orf2, GNAS, ZMYND12, RABGAP1, ZBTB10, GPM6B, CXorf41, EPB41L4B, NR1D1, ARMCX3, AATF, LONP1, FEN1, FOXD3, KCNE4, USP31, SPNS1, PPCS, BRD2, SGK1, C11orf10, ELAVL3, ANKHD1, POLR3C, CPT1A, RAB31, RAB30, GLA, MRPL27, GYG1, RNF115, WHSC1L1, NEUROD2, TUBA4A, PES1, TUBA4B, VLDLR, MANF, SAE1, ZIC1, TCEAL1, CBX6, RGL1, CBX5, SMNDC1, DIRC2, CDKN2C, HOXC5, GATA4, SLCO1C1, IFRD2, RNF146, DSCAM, IRS4, YEATS2, ALDH6A1, SOCS2, TRIM55, FOXRED2, MFSD5, ANKHD1-EIF4EBP3, TIMM8A, ZBTB40, PA2G4, HNRNPA1, HIF1A, KIAA1715, NPTN, STMN1, PDCD6IP, AKAP1, PRPS2, SLC38A5, ANAPC13, REV1, SNX2, BEX1, ARPC5, AFF4, COMMD8, C1orf43, FXYD6, RNF219, RRAGB, RRAGC, HOXA1, MTCH2, BLOC1S1, HOXA7, TSSK3, HOXA9, ATG3, JOSD1, TUG1, MAFF, RFX4, TADA1, THUMPD2, ATP7A, EIF4B, LAMP1, ATF4, HOXB5, FABP3, C5orf41, ASNA1, C1orf51, HPS5, ALG1, HEXA, HPS3, OGDHL, FBXL19-AS1, CLTC, VGF, RPS2, CEP63, TMEM146, TRIM3, UBR4, SNTB2, SLCO5A1, CSK, SLC43A1, RRP15, IGF2BP3, NFX1, TRPM7, ATP6V1H, PRKCG, TOPORS, PRKCE, HMGA1, UBE2B, NCL, PURA, EIF4G1, ATP6V1A, FAM13B, PRRC2C, ZFYVE26, IGF2R, FAM123B, CHRM1, PSME3, NUP62CL, CNPPD1, KLF11, SNX16, SLC35A5, EGLN2, DEPDC7, UBR5, FAM134A, SNN, NPTX1, HRH3, CAMK2D, NFATC3, APEX1, INSM1, CSRP2BP, NDUFA7, UBE4B, MICU1, VPS37B, SIRT1, AVPI1, CNNM1, GMFB, RNF44, UTP18, PRELID1, BAX, TCEAL3, VPS26A
c3_tft_ARP1_01	DNAJC5B, RALY, CDX1, STAR, PDGFB, GPR124, LTBP3, MORF4, CXCR7, FLJ39739, TGFB3, SLC7A8, CASK, AQP7, GATA1, KIF13A, CRYGC, HTR1B, PROP1, MYOCD, CTGF, PITPNC1, TRIM69, RNF34, APOM, PIK3CG, MIR22HG, ZFHX3, ZHX2, TMEM164, KLHL28, CYP2E1, ZNF711, IL21, FGF20, TRERF1, C14orf43, IL11RA, FAM155B, WDR81, CCDC6, SLITRK1, PARP16, FLJ44313, MRPS18B, ATP2C1, HSPB8, HOXD4, C1orf61, FCHSD2, FAM65B, TGIF2, FCHSD1, SLITRK6, EMP1, ALDOA, CDK5R1, C17orf61, EXOC3L1, SIPA1, MYL1, ASB12, ENSA, RRAGD, TMIGD1, HOXA1, HOXA3, ACF, DMD, SKIL, CDC37L1, RUNX3, TRAF4, NFE2, ESRRG, PMF1, COL16A1, AGFG2, FOXP2, SLC25A35, POLD4, OMD, DLX1, PLK3, PKP3, DLX5, SMARCC2, HPCA, CACNA1G, CPNE1, LYRM1, TREML2, GLI1, MAB21L2, BMP5, CSRP3, CELF3, E2F4, NKAIN3, AP1B1, ELF4, NDST2, KIAA0913, ZNF532, NR6A1, MMP28, ZNF205, RUNX1T1, PHF17, CAMKV, FAM179B, ZBTB20, KIRREL2, JPH1, TXNDC12, NXPH1, ATF7IP, ZNF644, IRAK1, FBXL20, FAM70A, OTX2, ZFX, RASIP1, HEPACAM, C1orf116, ARL4C, ARHGEF15, RBBP6, PPM1E, CFL2, MED8, POMP, RIN1, PPFIA3, NFIX, TMEM150A, GPR3, CLDN15, C1QTNF7, C1QTNF5, SORBS1, ARR3, POU3F4, SERPINC1, CHD2, C19orf73, EFHA1, MLLT6, BAHD1, HAPLN1, FAM125A, B3GALT2, NLK, SLC12A5, CTLA4, C1orf21, PDZRN4, DLG2, AZIN1, SPARC, MNAT1, SZT2, DBP, NR5A2
c3_tft_ATCMNTCCGY_UNKNOWN	AP1G1, VSTM2L, STK35, PAX6, IL4I1, C16orf80, CLTC, GIPC1, WBP2, SRSF7, MIER1, GABPB2, POGZ, KDM5A, RBL1, MBD6, KDM5C, FOXJ3, PPP1CC, UBE2B, HOXD8, GNB2, UBC, KDM3A, CYP51A1, CCDC88A, CCNG2, HEXIM2, UBE2D3, UBE2D2, HOXA9, MAML3, WDR78, CAMK2N2, SNRNP70, ATAD2, HSP90AB1, GPRASP2, COL4A6, COL4A5, ATF5, NOTCH1, ATF4, NUP62, TSC1, GSK3B, HIVEP3, TCF12, FBXO36, CALM2, CALM1
c3_tft_ATF_01	PNMA3, LDHA, ADCY8, CDX4, PDLIM3, RCE1, AMOTL1, OGDH, C14orf1, CD2AP, IRF2BPL, DNAJB11, FSTL5, LUC7L2, RAB24, DHX36, GNG4, CCNA2, RUNDC3A, CTC1, C2orf43, PTPRU, GEM, SRSF1, KAT5, PPARGC1A, PPARGC1B, DCTN1, ST13, SPAG9, SSTR2, YME1L1, TGIF2, CHGB, ZIM2, WFDC3, APH1A, CLCN3, PDXDC1, C3orf26, DAAM2, ADCYAP1, ATP6V0C, SULT4A1, GLYR1, RPS29, LHX1, TRA2B, NKX2-2, LCMT1, MMGT1, SRP54, XPNPEP3, ATG5, MCAM, TSC22D2, EPHA2, GART, ZFAND5, MARCKS, GK, FGF6, EVX1, FGF9, ITFG2, PNMA6A, ZNF295, UFC1, INTS7, EIF1, SEC62, TMEM147, MAP1LC3A, SRPR, HHIP, AGPAT4, SIK2, GOLGA2, CYR61, KDELR3, PAMR1, PRG1, TLE3, FOSB, FLNC, SH2D2A, GRM3, FAM123A, GNB4, MAP3K13, RAPGEFL1, RAB3A, RPRD1A, TH, ZNF367, GPM6B, PFAS, CYLD, NUP214, FLJ46020, RPL34, LRRTM1, RUSC1-AS1, PER1, FOXD3, GPBP1, SGK1, TBX5, IPO11, PMEL, ELAVL1, MAPK10, TTC16, ETF1, TRAPPC10, DUSP4, LRP1, DUSP1, WHSC1L1, BNIP3L, LOC285456, USP48, NEUROD6, SSR4, GOLGB1, SIK1, LMO4, CBX8, FOXRED1, TRIM46, TOP1, LGR5, ZNF184, TMEM39A, IDH3G, ELOVL5, SLC25A25, SND1, SPRED2, UBA6, GNL1, ZNF576, NCALD, ZFHX3, TIPRL, NUPL2, ISCU, NDEL1, HOXD8, FLJ44313, CHPF, CEP57, FAM131A, TRIM39, MYL6, HDLBP, DRD4, NINJ1, AKIRIN1, RCAN1, RNF166, PRR3, JUND, HIST1H4E, RHOBTB1, SLC35F5, SEC61A1, C17orf28, JOSD1, TAF2, MAFF, UCN, PHACTR3, CPNE4, NR4A2, NEDD1, ATF3, SLC7A3, GTF2F1, LMTK2, PNRC1, RFX1, DNAJB2, IKBKB, SST, TMEM175, DDX51, SGIP1, CLDN7, CLDN3, CLSTN3, CLDN6, TACR1, ASPHD1, ZZEF1, CDC42, FOS, OSR1, GTF2A1, RANBP6, PAK1, NFIL3, FAM76B, NOL4, EGR3, EGR2, EGR4, ZFY, RING1, PCDH9, MBNL2, MBNL1, KRTCAP2, UBE2B, CDK2, GAK, HOXC10, GRP, AAMP, TSPAN7, SEZ6L2, PRNP, PNKD, PPP1R15A, PEG3, VIP, IRX3, IRX6, ING3, HS3ST2, CALD1, PPM1A, FAM174A, TPM4, TRIB1, GPR3, NPTX1, DDX19A, PAFAH1B1, SLC39A5, TERF2, SCG2, NFATC1, STAMBP, ERF, ICA1, HS3ST3A1, NF1, C1orf21, CNTROB, XPNPEP1, RNF44, SON, PRELID1, KCNN2, BRE, SLC18A2, C11orf87, SLC5A7
c3_tft_ATF_B	ABHD16A, RAD51C, LDHA, PNMA3, SIK1, LTBP1, CDX4, ADCY8, RUSC1, PDLIM3, RCE1, CBX8, OGDH, CD2AP, NR2E1, IRF2BPL, LGR5, TMEM39A, SLC25A25, ELOVL5, SPRED2, RAB24, RAB25, GNL1, CCNA2, ZNF576, PITX2, SCAMP5, RUNDC3A, ZNF593, CTC1, CHMP1B, NCALD, EEF2, RBKS, TIPRL, GEM, PTPRU, NUPL2, PPARGC1A, DCTN1, DEPDC4, SPAG9, HOXD8, HAS1, CCDC148, FAM131A, DNTTIP1, TRAPPC1, CHGB, TNFAIP1, ZIM2, WFDC3, MYL6, RBP5, NEK1, C3orf26, CDK2AP2, ANAPC10, AFF4, DAAM2, AKIRIN1, RCAN1, ATP6V0C, SULT4A1, PRR3, JUND, FAM65A, TRAF4, ATL2, PARD6A, MAFF, UCN, IFT20, PHACTR3, EPB41, OSBPL9, LMCD1, ATG5, YTHDC2, MCAM, HSP90AB1, TSC22D2, EPHA2, SUV39H2, KCTD8, RNF7, DIO2, PNRC1, PKP4, AREG, ZFAND2B, IKBKB, SST, FGF6, SGIP1, RAI1, CLSTN3, TACR1, CLDN6, PNMA6A, MITF, VGF, C1orf35, ASPHD1, THADA, FOS, WISP1, MAP1LC3A, OSR1, PAK3, PAK1, HHIP, AGPAT4, ABCE1, NOL4, SRRM4, RING1, MBNL2, FOSB, UBE2H, MBNL1, PDP1, UBE2B, GRP, HOXC10, TRAP1, SEMA4C, GNB4, SEZ6L2, TSPAN7, PPP1R15A, MAP3K13, PPP2R2A, PEG3, IRX4, VIP, ING4, YWHAZ, IRX6, RPRD1A, ZBTB11, HS3ST2, CREM, TH, PPM1A, ZNF367, GPM6B, FAM174A, PFAS, NDUFB2, GPR3, CYLD, DDX19A, CAMK2D, PLCD3, RUSC1-AS1, PACRGL, PER1, PAFAH1B1, APPBP2, GTF3C1, SNAP25, FOXD3, SCG2, GPBP1, FLT1, HS3ST3A1, CNTROB, ELAVL1, AHI1, MAPK10, VPS37B, AVPI1, TEX14, RNF44, DUSP1, ID1, PRELID1, ADAP1, SLC18A2, CRH, BRE, KCNF1, C11orf87, NEUROD6, CALM2
c3_tft_ATF1_Q6	LDHA, CDX2, CDX4, PPP2R5C, AQP7, OGDH, CD2AP, IRF2BPL, SRSF6, CREB3L2, RAB25, RUNDC3A, CTC1, STC2, GEM, PTPRU, MAGED2, PPARGC1B, CD37, ZNF238, HAS1, CORO6, HSD11B1, TGIF2, ADAMTS3, CHGB, IGFLR1, WFDC3, KCNMB3, DAAM2, ATP6V0C, SULT4A1, LHX1, TMEM86A, ARG2, PSENEN, PDZD8, OSBPL9, SMAD6, ESRRG, MCAM, U2AF1L4, TSC22D2, ZFAND5, NTRK2, AREG, GK, FGF6, PPARD, KCNIP2, FLJ45248, TMEM147, MAP1LC3A, ANGPT1, HHIP, SIK2, KIAA0182, CCNI, ZWILCH, SPATA18, MBD6, FOSB, DGUOK, COQ10A, KLF9, DOK1, BSND, YPEL4, CCND1, EIF4A2, EIF4A1, GNB4, GRASP, CSF3, CSF2, YWHAZ, CREM, C12orf23, TH, GPM6B, PFAS, SUMO4, STAT6, PCSK1, CYLD, PDE1A, PER1, MLLT6, SNAP25, FBXW11, FOXD3, MAPK10, PCK1, SDHB, DUSP3, BNIP3L, USP48, NEUROD6, HTR2C, SIK1, THRA, PDGFA, LMO4, CBX8, TBC1D23, GDNF, NR2E1, TOP1, NANS, ELOVL5, SPRED2, RNF148, SCAMP5, YEATS2, RET, CHMP1B, NCALD, SPATA20, EEF2, PDE4D, RBKS, ERC1, DDIT3, ELL2, LAYN, FAM131A, DNTTIP1, COL1A1, SLC38A1, TRIM39, TNFRSF12A, TFE3, KCNA6, RRM2B, KCNA5, AFF4, AKIRIN1, HOXA4, JUND, DYRK3, RPL4, NOVA2, ATL2, NOVA1, PARD6A, MAFF, ITK, UCN, LMCD1, RPL23A, RNPS1, HSP90AB1, FOXP1, SUV39H2, KCTD8, NRF1, HOXB1, NEDD1, CACNA1G, CPNE1, SYT13, HABP4, HOXB9, FBXO33, IKBKB, GLI1, SST, PLEKHA1, CLDN7, COPB1, RAI1, NR6A1, VGF, C1orf35, ASPHD1, PAX1, CDC42, FOS, WISP1, OSR1, PPM1J, LOXL3, PAK1, NFIL3, TSC22D3, DLG2, SPATC1, SEC23A, GABRG2, NOL4, SRRM4, SOX11, MBNL2, NRXN1, UBE2H, PDP1, HOXC10, CFL2, SEZ6L2, VIP, IRX4, IRX6, CNN3, CALD1, NDP, HS3ST2, IVNS1ABP, TSPYL5, TPM4, TRIB1, PRDM12, HAND1, PAFAH1B1, EHD1, C15orf37, SCG2, MAF, ERF, FLT1, HS3ST3A1, ADARB2, CENPE, ISL1, FLJ43860, RNF44, ID1, GPR176, BRE, C17orf46, SLC18A2, C11orf87
